selling_club,selling_league,market_val,age_at_transfer,transfer_fee,transfer_window_idx,contract_left_days,position,minutes_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_perc,touches,touches_def_pen_area,touches_def_3rd,touches_att_3rd,touches_att_pen_area,take_ons_attempted,take_ons_success_perc,total_miscontrols,tackles_att_3rd,dribbles_tackeled_perc,total_blocks,passes_blocked,clearances,errors,dead_ball_pass,free_kick_pass,through_balls,switches,throw_ins,corner_kick,straight_corner,passes_offside,pass_compl_perc,short_pass_compl_perc,medium_pass_compl_perc,long_pass_compl_perc,assists,xA,crosses_into_penalty_area,goals,penalty_kicks_scored,shot_creation_ratio,aerials_won_perc_available,take_ons_success_perc_available,tackeled_during_take_on_perc_available,dribbles_tackeled_perc_available,pass_compl_perc_available,short_pass_compl_perc_available,medium_pass_compl_perc_available,long_pass_compl_perc_available,shot_creation_ratio_available
97,5,1.951940184963952,0.25723854607443475,52200000.0,10.0,-1.0070254668018763,4,-4.93,-1.42,-0.88,-0.58,-4.93,7.73,4.01,-4.89,-0.46,-3.47,21.36,-1.11,-0.58,-3.82,-2.53,1.85,-0.25,-5.67,-5.4,-9.01,10.51,26.91,5.41,0.57,7.2,9.09,-0.36,-2.97,-4.35,-6.56,-1.67,-7.04,-6.9,-2.66,-1.31,-4.52,-3.36,-0.7,-3.69,0.3,-0.17,0.1,0.53,1.17,4.56,-3.57,15.66,9.88,14.3562,1,1,1,1,1,1,1,1,1
112,1,-0.5867435869510739,0.25723854607443475,15750000.0,6.0,0.7447415390486869,0,14.06,3.24,-1.68,-1.1,3.4,3.15,-3.84,20.21,16.01,30.47,-1.86,-2.12,-1.11,17.95,11.45,10.25,0.13,18.49,-0.84,14.97,13.09,-2.63,3.5,0.28,5.39,3.1,0.25,4.79,4.55,30.37,-3.19,38.66,2.83,-5.09,9.21,56.7,-4.59,-1.33,12.06,-0.75,-0.07,-0.65,-0.7,2.58,2.97,9.47,-2.83,-1.83,0.1994,1,1,1,1,1,1,1,1,1
173,6,-0.6035932580036072,-1.2857005647865742,20200000.0,7.0,0.3609714200322446,0,6.85,-5.83,-1.2,-0.79,12.02,-7.33,0.38,-8.11,13.21,-0.1,-1.33,-1.52,18.04,29.01,6.96,2.22,0.19,37.28,5.2,36.65,-10.27,-3.51,-1.02,0.27,-5.74,-5.12,-0.2,14.15,12.44,7.73,-2.28,-1.93,9.37,-3.63,8.44,-5.66,-4.58,-0.95,0.43,0.96,0.27,0.71,0.79,-3.65,-6.33,-4.87,-4.25,-1.31,-44.3333,1,1,1,1,1,1,1,1,1
62,0,3.636907290217288,-0.051349276097767065,95000000.0,12.0,1.7028614960489203,1,9.56,2.33,-1.28,-0.84,10.26,22.68,14.67,-2.15,-9.45,-6.91,20.92,-1.62,-0.85,-3.22,9.33,13.19,-0.32,-3.07,-7.15,-13.26,18.38,39.42,45.08,-0.46,21.37,2.24,-0.32,1.41,-4.49,-7.06,-2.43,-9.27,-10.03,-0.54,-5.02,-7.02,-4.88,-1.01,-2.63,-0.49,-0.71,-0.42,-0.3,-0.05,13.62,-2.87,23.63,20.29,0.714,1,1,1,1,1,1,1,1,1
90,3,-0.7440071834413853,-0.35993709826996884,30500000.0,2.0,1.7655178420107884,3,6.33,20.19,-1.12,-0.74,14.73,12.97,-4.18,-7.07,16.73,8.75,-1.24,-1.42,-0.74,19.06,19.21,6.19,0.54,7.23,-1.95,1.93,-5.37,-8.51,0.9,1.07,-4.95,0.35,-0.33,4.86,9.16,1.12,-2.13,-7.97,-0.43,6.6,7.22,-6.14,-4.27,-0.89,6.22,0.36,-0.15,0.26,0.44,0.44,0.67,-2.22,-3.97,-1.22,0.8643,1,1,1,1,1,1,1,1,1
48,5,0.8286287814617282,1.18300201259104,30000000.0,11.0,1.3582515932586456,0,4.25,0.26,-1.12,-0.74,-0.61,7.38,0.68,18.14,3.34,-1.45,-1.24,8.44,18.09,5.81,1.54,-1.61,0.22,9.95,-1.19,6.56,12.75,-0.2,-2.18,-0.9,0.33,-4.78,0.54,0.86,3.65,5.49,-2.13,18.81,4.43,-3.39,-0.93,25.6,2.08,-0.89,-1.96,0.1,0.33,-0.57,-0.13,-3.41,2.64,18.72,-0.84,-1.22,-0.1739,1,1,1,1,1,1,1,1,1
7,3,-0.6316760430911629,1.8001776569354437,1200000.0,14.0,-1.1323381587256125,4,-6.8,-4.14,-1.44,-0.95,-10.51,-7.68,6.78,22.86,-5.01,-7.26,-1.6,-1.82,-0.95,-5.62,-10.29,-5.13,-0.34,-11.29,-8.07,-13.1,6.96,0.57,4.93,0.19,5.48,1.56,-0.28,2.96,-5.28,-6.0,-2.74,-4.9,-5.72,-4.36,-4.22,-6.06,17.2,16.72,-0.58,-0.27,-0.22,-0.21,-0.15,-0.53,0.95,12.77,4.28,20.11,-3.3468,1,1,1,1,1,1,1,1,1
5,2,-0.6035932580036072,-0.051349276097767065,10880000.0,12.0,0.9013824039533572,0,3.58,-3.88,-0.8,-0.53,-1.26,-2.71,-2.99,-5.72,-0.76,2.31,-0.89,-1.01,-0.53,3.3,3.01,-0.03,0.43,11.43,4.81,12.09,-6.6,1.64,-6.83,-0.03,-6.34,-3.42,0.3,7.76,19.93,7.26,-1.52,-5.82,-2.1,-2.42,0.73,-3.78,-3.05,-0.63,-3.35,0.83,0.18,0.79,0.26,-2.43,-4.22,-3.25,3.42,-0.87,-1.538,1,1,1,1,1,1,1,1,1
162,5,-0.013854771164939664,0.8744141904188384,9500000.0,12.0,-1.1636663317065465,0,-5.47,-2.72,-0.56,-0.37,-3.66,-5.16,-2.09,-4.0,-2.64,0.29,-0.62,-0.71,-0.37,-1.45,3.21,-0.48,0.03,-1.23,1.1,2.2,-5.38,-4.0,-3.55,-0.03,-4.74,-2.39,-0.07,3.93,4.58,3.48,-1.06,-4.44,-1.61,-1.7,-1.28,-3.07,-2.14,-0.44,0.38,0.57,0.19,0.59,0.52,-1.7,-0.98,-2.27,-1.99,-0.61,0.42,1,1,1,1,1,1,1,1,1
102,4,-0.29468262204049567,1.8001776569354437,4600000.0,14.0,-1.150612926297824,0,4.24,-4.27,11.73,-0.58,-0.14,-4.38,-0.85,-6.29,8.16,-3.47,-0.97,-1.11,-0.58,-0.34,9.04,4.44,0.51,8.18,5.29,11.49,-9.23,-3.75,-7.52,-0.03,-6.37,-1.19,-0.19,5.04,4.84,14.84,11.01,-3.41,5.62,-2.66,-2.94,-3.6,-3.36,-0.7,1.77,0.78,0.04,0.62,0.8,-2.68,-2.01,-3.57,-3.12,-0.96,0.4536,1,1,1,1,1,1,1,1,1
140,7,-0.6316760430911629,1.18300201259104,3000000.0,15.0,0.42623844707585723,4,-9.03,-1.04,-0.8,-0.53,-4.13,-4.58,-0.56,-1.98,-3.63,-4.83,-0.89,-1.01,-0.53,-5.41,-6.13,-4.58,-0.12,-7.82,-2.99,-5.72,-0.99,-4.07,-0.06,0.05,-3.32,-0.85,-0.24,-3.25,-2.12,-1.01,-1.52,-1.06,-6.27,0.91,-4.16,4.46,-3.05,-0.63,-0.62,0.18,0.46,0.14,-0.35,-2.43,-1.59,1.41,-2.84,-0.87,0.111,1,1,1,1,1,1,1,1,1
12,5,2.79442373759062,0.25723854607443475,117500000.0,8.0,1.7707392041742775,4,1.07,2.59,-0.64,-0.42,2.25,19.26,0.04,2.9,-3.29,-0.39,-0.71,-0.81,-0.42,1.88,-1.12,-0.55,-0.13,0.61,-3.45,-5.28,12.05,9.84,9.3,-0.09,9.55,2.4,0.69,1.21,0.51,-3.53,-1.22,1.15,1.24,1.39,-0.07,-0.46,4.82,8.42,0.05,0.4,0.16,0.1,-0.45,5.75,5.17,-0.27,-2.27,-0.7,0.4446,1,1,1,1,1,1,1,1,1
148,5,-0.013854771164939664,-0.9771127426143724,18000000.0,14.0,1.7106935392941538,3,-13.48,-2.2,-1.04,-0.68,-5.57,-4.93,-3.88,-6.97,-3.67,-1.79,-1.15,-1.31,-0.69,-8.67,-6.93,-2.84,-0.33,-8.0,-5.95,-10.57,-0.69,-1.55,0.35,-0.28,-1.91,0.7,0.12,0.58,-1.47,-6.95,-1.98,-7.21,-3.28,6.85,-3.78,-4.48,-3.06,-0.82,-4.36,0.52,0.07,0.32,0.66,0.68,-3.51,-4.22,-0.56,-1.14,-2.436,1,1,1,1,1,1,1,1,1
115,4,1.3902844832128403,-0.9771127426143724,40000000.0,2.0,0.7604056255391539,4,5.18,-4.14,-1.44,-0.95,2.91,18.41,6.78,6.51,-5.01,0.9,-1.6,-1.82,-0.95,6.58,-9.68,-9.02,-0.14,1.31,-8.58,-9.81,24.12,7.84,36.32,0.14,13.02,4.13,-0.29,0.96,-7.12,-8.92,-2.74,-9.89,-7.81,22.29,-2.59,-5.15,-2.77,-1.14,4.88,0.06,-0.07,0.05,-0.32,7.16,12.78,12.77,-1.98,-1.57,0.4206,1,1,1,1,1,1,1,1,1
170,3,-0.687841613266274,2.725941123452049,1000000.0,10.0,-1.0957886235811893,2,0.63,-1.55,-0.32,-0.21,-3.19,-2.95,-1.19,-2.29,-2.6,-2.75,-0.35,-0.4,-0.21,-3.42,-2.69,-2.87,0.04,-2.88,7.58,2.78,-4.06,-2.88,-2.73,-0.03,-3.14,-1.37,0.08,-2.9,-1.58,-2.25,-0.61,2.16,3.05,-0.97,-1.66,-1.75,-1.22,-0.25,-1.34,0.39,0.71,0.8,0.47,-0.97,-1.69,-1.3,-1.13,-0.35,0.2288,1,1,1,1,1,1,1,1,1
97,5,0.3793042200608387,-0.6685249204421707,23000000.0,14.0,-0.9965827424748982,0,16.51,1.68,-2.0,-1.31,-2.66,-12.84,-7.47,-12.9,5.75,-4.93,-2.22,-2.53,-1.32,12.79,11.19,-4.31,0.58,64.47,23.72,58.17,-11.15,-3.43,-14.62,0.1,-9.81,-3.4,0.49,9.9,26.86,23.74,8.88,-5.02,11.44,13.94,4.28,-6.08,-7.63,-1.58,5.26,1.06,0.65,0.7,0.65,5.46,2.6,-5.79,-7.09,-2.18,-0.1395,1,1,1,1,1,1,1,1,1
29,5,0.8286287814617282,1.18300201259104,24000000.0,13.0,-0.5658203639870548,4,-11.96,-5.83,-1.2,-0.79,-8.12,-2.67,2.81,8.7,-4.01,-4.18,-1.33,-1.52,-0.79,-5.15,-8.27,-7.52,-0.1,-8.3,-7.38,-11.46,9.36,13.64,-2.25,-0.26,0.29,0.01,0.05,4.14,-5.93,-9.78,-2.28,-3.51,-6.62,3.03,-4.61,-5.97,16.3,-0.95,-2.3,-0.44,-0.27,-0.67,-0.25,0.2,4.19,2.11,5.14,-1.31,-6.875,1,1,1,1,1,1,1,1,1
44,0,5.883530097221736,0.25723854607443475,127000000.0,12.0,-0.043684147638153745,3,8.14,2.72,-1.2,-0.79,10.1,12.23,2.81,-0.64,1.73,5.0,21.01,-1.52,-0.79,5.31,-3.4,0.27,-0.4,13.67,-5.49,-4.13,14.97,15.71,36.53,0.59,4.82,2.58,0.07,10.14,-4.1,-4.92,-2.28,-4.19,3.11,9.69,18.22,-3.53,-3.67,-0.95,-2.3,0.41,0.17,0.19,0.77,0.2,9.45,-0.22,8.27,9.53,0.4081,1,1,1,1,1,1,1,1,1
26,1,-0.013854771164939664,-0.051349276097767065,23500000.0,8.0,0.78129107419311,4,8.45,-8.54,-1.76,-1.16,-6.99,8.01,29.9,15.43,-9.52,-11.03,-1.95,-2.22,-1.17,-3.12,-11.16,-9.29,-0.32,-3.97,-11.06,-16.45,27.93,29.39,37.28,-0.17,15.91,-7.52,-0.14,-8.95,-8.7,-14.09,-3.35,-0.01,-1.97,-5.33,-2.63,-5.07,28.7,16.47,0.81,0.0,-0.1,0.14,-0.09,17.73,24.24,2.16,31.32,-1.92,0.5094,1,1,1,1,1,1,1,1,1
96,0,-0.40701376239071807,-0.35993709826996884,5000000.0,8.0,-0.9965827424748982,2,10.65,-5.44,-1.12,-0.74,-11.16,-10.32,-4.18,-8.01,-8.15,-9.62,-1.24,-1.42,-0.74,-5.34,-8.21,-10.05,0.26,5.99,69.75,39.49,-14.22,-10.07,-8.95,0.09,-10.23,-4.78,-0.15,-9.15,-5.54,-6.18,-2.13,24.48,8.61,-3.39,-5.82,-6.14,-4.27,-0.89,-4.69,-0.0,0.83,0.84,-0.3,-3.41,-5.9,-4.55,-3.97,-1.22,0.3265,1,1,1,1,1,1,1,1,1
173,6,-0.12618591151516206,-0.35993709826996884,7750000.0,11.0,0.3609714200322446,1,-3.21,1.94,-1.36,-0.89,-4.92,8.9,-2.65,10.35,-10.1,-6.57,9.66,-1.72,-0.9,-8.6,-10.84,-8.3,-0.43,-5.6,-8.55,-14.38,19.09,21.55,25.31,-0.21,18.32,-3.24,-0.58,-10.33,-6.72,-10.67,-2.59,-0.05,-5.1,12.54,-7.07,-5.32,22.96,-1.08,-5.7,-0.02,-0.05,-0.03,-0.31,11.25,11.89,1.46,10.83,-1.48,0.478,1,1,1,1,1,1,1,1,1
179,5,-0.6035932580036072,-0.6685249204421707,13500000.0,6.0,2.6479280476404314,4,-7.31,-1.42,-0.88,-0.58,-5.89,4.93,6.44,0.25,-7.15,-2.45,-0.97,-1.11,-0.58,-1.04,-5.58,-0.1,-0.4,-6.63,-5.28,-7.96,4.04,4.04,20.18,-0.03,6.45,-3.76,-0.36,5.04,-4.35,-6.07,-1.67,-7.95,-6.9,0.67,-4.57,-4.21,-3.36,-0.7,-0.96,-0.54,-0.13,-0.66,-0.17,1.17,5.88,3.41,6.27,-0.96,1.1427,1,1,1,1,1,1,1,1,1
25,7,1.6711123340883962,-0.6685249204421707,45000000.0,14.0,0.833504695828,0,4.11,3.11,-1.12,-0.74,4.18,4.59,-4.18,-6.14,12.9,4.67,-1.24,-1.42,18.09,13.13,6.41,-3.55,0.48,18.24,5.35,18.39,-4.73,-1.23,-0.95,0.21,0.33,-2.21,0.85,4.86,-0.03,6.47,4.21,-2.75,-0.43,-3.39,10.49,-1.87,-4.27,-0.89,-4.69,0.75,0.5,0.64,0.38,15.83,-1.3,0.11,2.29,-1.22,0.2165,1,1,1,1,1,1,1,1,1
92,4,-0.4631793325658292,0.5658263682466366,11600000.0,16.0,-1.0174681911288543,0,-5.42,0.65,-1.04,-0.68,0.19,8.12,-1.45,1.44,0.16,0.25,-1.15,-1.31,-0.69,-3.09,-6.93,-7.38,0.04,0.44,-2.05,-0.77,4.49,-0.52,4.66,-0.3,-4.17,-4.44,0.46,-4.42,0.37,0.34,4.36,5.96,2.28,-3.15,2.75,10.17,-3.06,-0.82,-4.36,0.4,-0.2,0.33,0.7,-3.16,-0.88,2.76,-0.56,-1.14,-0.4387,1,1,1,1,1,1,1,1,1
182,5,0.7162976411115058,-0.35993709826996884,44700000.0,6.0,-0.24992795309596966,4,-4.79,-3.75,-1.36,-0.89,1.79,8.9,-0.21,-2.25,-9.14,-3.51,-1.51,-1.72,-0.9,-1.98,-2.92,0.79,-0.45,-6.2,-8.43,-12.95,10.35,19.99,23.47,-0.25,10.03,-0.67,-0.46,-2.32,-6.72,-9.69,10.1,-8.45,-10.66,2.55,1.08,-7.46,-5.19,-1.08,2.49,0.15,-0.13,-0.11,0.55,-0.29,4.66,-5.52,7.7,-1.48,0.4816,1,1,1,1,1,1,1,1,1
168,0,-0.7608568544939186,1.18300201259104,800000.0,8.0,-0.9965827424748982,4,-12.69,-4.66,-0.96,-0.63,-6.69,-4.19,1.28,4.81,-3.98,-4.16,-1.06,-1.21,-0.64,-3.63,-6.25,-2.77,-0.23,-11.44,-5.3,-8.03,-3.67,-5.51,-3.89,-0.08,-4.14,-4.1,-0.19,-2.7,-2.91,-5.3,-1.82,-7.12,-7.52,-2.91,-3.36,-2.52,-3.66,-0.76,1.44,-0.54,-0.4,-0.08,-0.35,-2.92,-2.43,7.74,-3.4,-1.05,0.3371,1,1,1,1,1,1,1,1,1
20,0,0.5478009305861723,2.1087654791076456,30000000.0,12.0,-0.12461526117223341,4,-7.18,-1.42,-0.88,-0.58,-4.93,-1.59,11.3,-2.09,-7.15,-5.51,-0.97,-1.11,-0.58,-8.01,-0.1,-2.05,0.09,-9.39,-5.4,-9.76,2.1,17.03,2.33,-0.56,4.94,3.95,-0.06,-2.97,-4.35,-6.56,-1.67,-6.13,-6.9,4.0,-4.57,-4.21,-2.45,-0.7,1.77,0.29,0.51,0.32,0.37,5.02,11.13,1.08,0.01,-0.96,-0.0876,1,1,1,1,1,1,1,1,1
37,5,2.513595886715064,-0.051349276097767065,67700000.0,12.0,-1.0096361478836207,4,-4.25,0.91,-0.4,-0.26,2.73,-0.89,-1.49,-2.39,-1.34,-0.37,-0.44,-0.51,-0.26,-2.18,-2.15,-0.99,-0.39,-3.97,-2.63,-3.95,0.53,-0.48,-1.57,-0.73,-2.41,6.0,-0.24,0.38,-1.98,-3.42,-0.76,-3.59,-3.14,2.12,-2.08,-2.19,-1.53,-0.32,-1.68,-0.18,0.01,-0.03,-0.47,-1.22,-2.11,-1.62,-1.42,-0.44,0.2384,1,1,1,1,1,1,1,1,1
53,4,-0.6035932580036072,-1.2857005647865742,6500000.0,6.0,-0.11417253684525538,2,7.61,-3.88,-0.8,-0.53,-7.97,-6.44,-2.99,-5.72,-4.59,-6.87,-0.89,-1.01,-0.53,-7.15,-2.47,-7.18,0.99,-0.57,34.87,19.27,-10.16,-7.19,-6.22,0.14,-7.84,-3.42,0.08,-7.25,-3.96,-4.9,-1.52,13.24,11.81,-2.42,-2.53,-4.39,-3.05,-0.63,-3.35,0.45,0.88,0.89,0.29,-2.43,-4.22,-3.25,-2.84,-0.87,0.3098,1,1,1,1,1,1,1,1,1
11,5,0.5478009305861723,0.5658263682466366,21400000.0,14.0,-0.20032501254282406,2,0.76,-0.39,-0.08,-0.05,-0.8,0.19,-0.3,-0.57,-0.65,-0.69,-0.09,-0.1,-0.05,-1.2,-0.67,-0.72,0.04,-0.05,2.87,1.72,-1.02,-0.72,-0.68,-0.03,-0.78,-0.34,0.08,-0.73,-0.4,-0.68,6.19,1.05,4.24,-0.24,-0.42,-0.44,-0.31,-0.06,-0.34,-1.58,0.88,0.93,-0.89,-0.24,-0.42,-0.32,-0.28,-0.09,0.3306,1,1,1,1,1,1,1,1,1
63,0,-0.687841613266274,2.1087654791076456,1500000.0,16.0,-1.1271167965621234,1,-13.98,-3.88,-0.8,-0.53,-4.13,-7.37,-0.56,-5.72,-5.55,-6.87,-0.89,-1.01,-0.53,-10.29,1.8,-0.68,0.08,-12.66,-5.25,-8.79,-5.41,-0.96,-6.22,0.14,-3.32,-0.85,0.08,-7.25,-3.96,-4.9,-1.52,-6.96,-6.27,-2.42,-4.16,-4.39,-3.05,-0.63,-3.35,-0.96,-0.15,0.22,-0.11,-2.43,-2.9,-3.25,0.29,-0.87,0.3231,1,1,1,1,1,1,1,1,1
154,4,-0.5193449027409405,0.25723854607443475,11500000.0,12.0,0.8047872039288105,3,-11.88,-1.29,-1.44,-0.95,0.04,-1.16,-5.38,-7.96,-5.01,-3.18,-1.6,-1.82,-0.95,-4.23,-8.47,-9.02,0.1,-7.13,-7.57,-10.26,-3.18,-0.47,24.63,0.01,-5.07,1.56,-0.02,0.96,-1.61,-8.43,-2.74,-11.48,-5.03,5.64,0.67,-7.59,-5.49,-1.14,-6.03,0.3,-0.1,0.19,0.65,-4.38,-4.31,-5.85,1.15,-1.57,0.4605,1,1,1,1,1,1,1,1,1
167,7,-0.5755104729160516,2.417353301279847,6000000.0,16.0,-1.0957886235811893,1,5.06,-3.11,-0.64,-0.42,-3.5,4.35,0.04,22.51,-3.29,-3.45,-0.71,-0.81,-0.42,-1.26,-4.78,-3.79,-0.36,2.13,-3.95,-5.66,13.78,9.32,13.0,-0.0,9.55,-2.73,-0.12,-4.8,-3.16,-4.02,-1.22,1.83,-0.15,4.73,4.83,-2.9,16.63,8.42,8.23,-0.43,-0.08,-0.49,-0.09,-1.95,5.83,9.04,7.12,10.14,0.77,1,1,1,1,1,1,1,1,1
179,5,-0.547427687828496,1.18300201259104,3300000.0,6.0,-0.18466092605235704,1,3.03,1.94,-1.36,-0.89,7.55,2.37,24.1,-9.26,-11.06,-9.64,-1.51,-1.72,-0.9,-12.09,23.28,31.3,-0.21,-14.08,-6.79,-13.4,0.21,16.87,-4.23,-0.14,12.29,-5.81,-0.11,-0.32,-1.21,-3.37,-2.59,-12.53,-10.66,-4.12,-5.44,-6.85,-5.19,-1.08,-2.97,-0.52,-0.87,-0.85,0.06,-0.29,2.69,-5.52,10.83,-1.48,0.1521,1,1,1,1,1,1,1,1,1
54,4,-0.29468262204049567,-1.9028762091309779,16900000.0,8.0,1.7133042203758984,3,7.22,4.01,-1.52,-1.0,5.95,8.35,-5.68,-9.0,12.52,15.52,-1.68,-1.92,-1.01,19.66,0.61,-5.84,0.33,11.87,-5.33,-2.69,0.44,-6.91,7.33,0.08,12.23,6.35,0.25,8.24,-0.17,-5.71,-2.89,-10.43,-0.79,-4.6,21.45,-8.33,-3.98,-1.2,-0.91,0.59,0.14,0.49,0.71,-4.62,-4.73,-6.17,4.0,-1.66,0.2211,1,1,1,1,1,1,1,1,1
141,0,-0.35084819221560687,-0.6685249204421707,10500000.0,2.0,-0.9965827424748982,4,10.81,2.72,-1.2,-0.79,0.51,-0.81,5.25,25.51,-3.06,2.96,-1.33,-1.52,-0.79,-0.27,-0.96,4.17,-0.21,2.3,-4.61,-8.85,18.32,4.8,16.83,-0.82,0.29,5.15,-0.06,10.14,-2.26,0.43,-2.28,5.11,7.28,-3.63,-4.61,-2.31,21.75,16.91,5.89,-0.45,-0.25,-0.22,-0.84,4.04,13.39,16.07,2.01,-1.31,0.3556,1,1,1,1,1,1,1,1,1
130,3,-0.4631793325658292,0.25723854607443475,4000000.0,14.0,0.796955160683577,4,-0.61,-2.2,-1.04,-0.68,-2.69,5.32,13.14,-1.83,-3.67,1.27,-1.15,-1.31,-0.69,-3.09,-2.05,1.06,-0.13,-2.72,-5.82,-9.3,9.67,23.91,16.35,-0.04,14.68,10.97,0.03,3.59,-1.47,-5.98,-1.98,-8.34,-8.15,0.18,-0.51,-4.79,-3.97,-0.82,-1.63,0.02,-0.06,0.12,0.23,-3.16,0.43,-4.22,11.96,-1.14,0.3348,1,1,1,1,1,1,1,1,1
20,0,-0.6316760430911629,-1.594288386958776,9000000.0,16.0,-0.11939389900874439,0,-1.83,-2.59,-1.12,-0.74,2.27,5.52,-4.18,-2.4,0.46,11.81,-1.24,-1.42,-0.74,3.02,-2.73,-7.45,0.49,-2.01,-2.32,0.8,-4.4,-3.83,15.67,-0.31,10.12,-4.78,-0.28,13.87,9.16,5.49,-2.13,6.78,-2.52,-3.39,-5.82,14.0,-2.46,-0.89,6.22,-0.36,-0.21,-0.49,-0.24,-3.41,-4.59,0.11,-3.97,-1.22,0.1951,1,1,1,1,1,1,1,1,1
173,6,-0.5755104729160516,-0.6685249204421707,8000000.0,10.0,-1.140170201970846,0,-3.59,-2.33,-0.48,-0.32,-1.91,-2.56,-1.79,4.51,-2.95,-1.06,-0.53,-0.61,-0.32,-3.04,-3.43,-1.71,-0.32,0.54,-2.02,-1.92,4.59,1.4,-2.87,-0.61,0.57,5.66,0.08,1.66,-0.54,-0.7,-0.91,4.72,1.11,-1.45,0.77,7.74,-1.83,-0.38,-2.01,0.61,-0.03,0.28,0.53,-1.46,0.1,5.03,-1.7,-0.52,0.3554,1,1,1,1,1,1,1,1,1
121,6,-0.29468262204049567,-0.051349276097767065,15000000.0,10.0,-0.9965827424748982,1,4.04,-4.66,-0.96,-0.63,13.45,1.4,18.3,-6.4,-5.89,-5.18,-1.06,-1.21,-0.64,-6.42,8.37,34.89,-0.67,-7.36,-4.8,-10.13,2.48,18.91,13.34,-0.35,23.0,-4.1,-0.05,-0.69,-2.91,-2.86,-1.82,-7.12,-7.52,-2.91,-0.1,-4.96,-3.66,-0.76,-4.02,-0.35,-0.85,-0.68,0.62,-2.92,0.2,-1.57,9.12,-1.05,-2.8306,1,1,1,1,1,1,1,1,1
62,0,3.636907290217288,-0.051349276097767065,95000000.0,12.0,1.7028614960489203,1,9.56,2.33,-1.28,-0.84,10.26,22.68,14.67,-2.15,-9.45,-6.91,20.92,-1.62,-0.85,-3.22,9.33,13.19,-0.32,-3.07,-7.15,-13.26,18.38,39.42,45.08,-0.46,21.37,2.24,-0.32,1.41,-4.49,-7.06,-2.43,-9.27,-10.03,-0.54,-5.02,-7.02,-4.88,-1.01,-2.63,-0.49,-0.71,-0.42,-0.3,-0.05,13.62,-2.87,23.63,20.29,0.714,1,1,1,1,1,1,1,1,1
154,4,-0.29468262204049567,-0.051349276097767065,17000000.0,10.0,-0.20293569362456856,0,14.45,-7.38,-1.52,-1.0,-5.55,3.7,-5.68,-9.47,15.39,-4.89,-1.68,7.93,-1.01,13.04,0.61,-3.25,0.38,8.95,13.79,26.41,-15.63,-5.87,-10.52,0.15,-7.37,-6.49,0.54,15.25,36.58,30.28,3.45,-8.16,5.47,-4.6,-4.64,-8.33,-5.8,-1.2,1.82,0.66,0.37,0.59,0.41,-4.62,-8.01,-6.17,0.87,-1.66,0.3654,1,1,1,1,1,1,1,1,1
115,4,2.513595886715064,2.1087654791076456,90000000.0,12.0,-0.16116479631665648,4,0.76,-1.17,-0.24,-0.16,0.49,5.24,1.54,0.62,-0.04,-0.02,-0.27,-0.3,-0.16,-0.82,-2.02,-2.15,0.04,3.49,-1.45,-0.96,4.07,1.48,10.26,0.08,5.18,4.11,0.62,-1.17,-1.19,-1.57,-0.46,0.89,3.68,5.94,0.38,-1.01,2.72,-0.19,-1.01,0.47,0.4,-0.06,0.5,3.12,4.65,-0.97,5.41,-0.26,0.1352,1,1,1,1,1,1,1,1,1
98,5,0.26697307971061635,1.8001776569354437,9740000.0,12.0,-1.108842028989912,3,-19.34,-1.68,-1.52,-1.0,3.08,1.83,-3.24,-6.66,-4.7,7.36,-1.68,-1.92,-1.01,0.84,-8.53,-9.74,-0.06,-8.78,-6.96,-9.05,-3.76,-3.27,1.17,-0.3,-6.61,-3.92,-0.19,6.24,-3.84,-6.68,-2.89,-12.24,-9.13,5.39,-7.9,-8.03,-3.07,-1.2,-0.91,0.32,0.1,0.16,-0.13,3.07,3.82,-3.85,-5.39,-1.66,-0.2039,1,1,1,1,1,1,1,1,1
87,5,0.8286287814617282,0.25723854607443475,35400000.0,14.0,0.9039930850351017,3,11.52,-2.46,-1.68,-1.1,-0.44,19.92,-6.27,32.81,-3.13,-4.22,20.48,-2.12,-1.11,13.77,-8.66,-4.03,-0.27,13.57,-9.4,-11.22,41.14,19.19,16.42,0.49,25.74,-2.04,-0.07,3.79,-6.47,-9.03,3.15,2.57,4.22,34.89,4.31,-7.07,38.99,-1.33,3.88,0.19,0.1,0.13,-0.2,14.13,32.54,11.8,9.69,9.01,0.4316,1,1,1,1,1,1,1,1,1
59,2,1.1094566323372843,0.25723854607443475,30000000.0,16.0,1.7811819285012556,4,12.01,-6.6,-1.36,-0.89,-4.92,10.76,7.08,20.63,-4.36,2.61,-1.51,-1.72,-0.9,-2.68,-2.92,1.44,-0.35,1.16,-6.79,-11.38,30.1,38.7,32.08,-0.43,12.29,4.47,0.49,-2.32,-6.72,-0.94,10.1,2.22,-0.92,5.88,-2.18,-2.88,28.41,-1.08,-2.97,-0.46,-0.32,-0.57,-0.55,11.25,17.8,3.79,32.74,-1.48,0.5876,1,1,1,1,1,1,1,1,1
