player_name,selling_club,selling_league,market_val,age_at_transfer,transfer_fee,transfer_window_idx,contract_left_days
Rolando Mandragora,Juventus,Serie-A,10000000.0,25.0,8199999.999999999,10.0,1086.0
Rolando Mandragora,Udinese,Serie-A,12000000.0,23.0,15000000.0,7.0,997.0
Rolando Mandragora,Juventus,Serie-A,10000000.0,25.0,20000000.0,2.0,1064.0
Nicolò Fagioli,Juventus,Serie-A,18000000.0,24.0,13500000.0,16.0,1090.0
Simon Sohm,Parma,Serie-A,5000000.0,24.0,15000000.0,16.0,691.0
Hans Nicolussi Caviglia,Juventus,Serie-A,8500000.0,25.0,3500000.0,16.0,360.0
Amir Richardson,Stade Reims,Ligue-1,6000000.0,22.0,9000000.0,14.0,1048.0
Abdelhamid Sabiri,Sampdoria,Serie-A,4000000.0,26.0,2500000.0,13.0,880.0
Albert Gudmundsson,Genoa,Serie-A,18000000.0,25.0,13000000.0,16.0,725.0
Albert Gudmundsson,AZ Alkmaar,Eredivisie,3000000.0,24.0,1500000.0,11.0,150.0
Albert Gudmundsson,PSV,Eredivisie,1500000.0,21.0,1800000.0,2.0,316.0
Moise Kean,Juventus,Serie-A,14000000.0,24.0,13000000.0,14.0,351.0
Moise Kean,Everton,Premier-League,18000000.0,23.0,30000000.0,12.0,360.0
Moise Kean,Juventus,Serie-A,40000000.0,19.0,27500000.0,4.0,326.0
Roberto Piccoli,Cagliari,Serie-A,12000000.0,24.0,25000000.0,16.0,1400.0
Roberto Piccoli,Atalanta,Serie-A,12000000.0,24.0,12000000.0,16.0,360.0
Christian Kouamé,Genoa,Serie-A,17500000.0,22.0,15500000.0,6.0,1029.0
Edin Džeko,Roma,Serie-A,4000000.0,35.0,2800000.0,8.0,316.0
Lukasz Skorupski,Roma,Serie-A,7000000.0,27.0,9000000.0,2.0,1090.0
Torbjørn Heggem,West Brom,Championship,1200000.0,26.0,7500000.0,16.0,680.0
Nicolò Casale,Lazio,Serie-A,6000000.0,27.0,6500000.0,16.0,725.0
Nicolò Casale,Hellas Verona,Serie-A,7500000.0,24.0,8000000.0,10.0,352.0
Kevin Bonifazi,Torino,Serie-A,4000000.0,24.0,11000000.0,6.0,1394.0
Charalampos Lykogiannis,Sturm Graz,Bundesliga,2000000.0,24.0,800000.0,3.0,158.0
Nadir Zortea,Cagliari,Serie-A,5000000.0,26.0,7500000.0,16.0,1040.0
Nadir Zortea,Atalanta,Serie-A,3000000.0,25.0,5100000.0,14.0,1073.0
Ibrahim Sulemana,Cagliari,Serie-A,4000000.0,21.0,7400000.0,14.0,1073.0
Ibrahim Sulemana,Hellas Verona,Serie-A,1500000.0,20.0,4000000.0,12.0,684.0
Remo Freuler,Nott'm Forest,Premier-League,6500000.0,32.0,1900000.0,14.0,360.0
Remo Freuler,Atalanta,Serie-A,20000000.0,30.0,8300000.000000001,10.0,1046.0
Jens Odgaard,AZ Alkmaar,Eredivisie,4500000.0,25.0,4280000.0,14.0,1090.0
Jens Odgaard,Sassuolo,Serie-A,2000000.0,23.0,3590000.0,10.0,360.0
Jens Odgaard,Inter,Serie-A,800000.0,19.0,5820000.0,2.0,1090.0
Giovanni Fabbian,Inter,Serie-A,6000000.0,20.0,5370000.0,12.0,1040.0
Jonathan Rowe,Marseille,Ligue-1,12000000.0,22.0,17000000.0,16.0,1401.0
Jonathan Rowe,Norwich,Championship,12000000.0,22.0,14500000.0,16.0,684.0
Nicolò Cambiaghi,Atalanta,Serie-A,7000000.0,23.0,10000000.0,14.0,1443.0
Riccardo Orsolini,Juventus,Serie-A,15000000.0,22.0,15000000.0,4.0,1090.0
Federico Bernardeschi,Fiorentina,Serie-A,30000000.0,23.0,40000000.0,0.0,701.0
Thijs Dallinga,Toulouse,Ligue-1,18000000.0,23.0,15000000.0,14.0,702.0
Thijs Dallinga,Excelsior,Eredivisie,1100000.0,21.0,2500000.0,10.0,360.0
Ciro Immobile,Lazio,Serie-A,4000000.0,34.0,2000000.0,14.0,713.0
Ivan Provedel,Spezia Calcio,Serie-A,3500000.0,28.0,2550000.0,10.0,322.0
Ivan Provedel,Chievo Verona,Serie-A,800000.0,23.0,1200000.0,0.0,349.0
Samuel Gigot,Marseille,Ligue-1,3000000.0,31.0,4500000.0,16.0,180.0
Nuno Tavares,Arsenal,Premier-League,25000000.0,25.0,5000000.0,16.0,684.0
Nuno Tavares,Benfica,Primeira-Liga,7000000.0,21.0,8000000.0,8.0,1080.0
Luca Pellegrini,Juventus,Serie-A,3000000.0,26.0,4000000.0,16.0,360.0
Luca Pellegrini,Roma,Serie-A,5000000.0,20.0,22800000.0,4.0,1090.0
Manuel Lazzari,SPAL,Serie-A,18000000.0,25.0,15000000.0,4.0,1443.0
Nicolò Rovella,Juventus,Serie-A,30000000.0,23.0,17000000.0,16.0,360.0
Nicolò Rovella,Genoa,Serie-A,4000000.0,19.0,26000000.0,9.0,152.0
Reda Belahyane,Nice,Ligue-1,200000.0,19.0,500000.0,15.0,155.0
Mattéo Guendouzi,Marseille,Ligue-1,25000000.0,25.0,13000000.0,14.0,360.0
Mattéo Guendouzi,Arsenal,Premier-League,25000000.0,23.0,11000000.0,10.0,360.0
Matías Vecino,Fiorentina,Serie-A,13000000.0,25.0,24000000.0,0.0,1423.0
Toma Bašić,G. Bordeaux,Ligue-1,9000000.0,24.0,7100000.0,8.0,305.0
Mattia Zaccagni,Hellas Verona,Serie-A,18000000.0,25.0,7100000.0,10.0,360.0
Tijjani Noslin,Hellas Verona,Serie-A,10000000.0,24.0,15900000.0,14.0,1090.0
Tijjani Noslin,Fortuna Sittard,Eredivisie,900000.0,24.0,3000000.0,15.0,887.0
Matteo Cancellieri,Hellas Verona,Serie-A,5000000.0,21.0,8500000.0,12.0,360.0
Boulaye Dia,Villarreal,La-Liga,25000000.0,26.0,14400000.0,12.0,1090.0
Boulaye Dia,Stade Reims,Ligue-1,14000000.0,24.0,12000000.0,8.0,347.0
Abdoulaye Ndiaye,Lyon,Ligue-1,1500000.0,21.0,3500000.0,12.0,705.0
Enrico Delprato,Atalanta,Serie-A,2000000.0,22.0,2750000.0,10.0,1090.0
Gaetano Oristanio,Inter,Serie-A,4000000.0,21.0,4000000.0,14.0,684.0
Patrick Cutrone,Wolves,Premier-League,3500000.0,24.0,2000000.0,10.0,301.0
Patrick Cutrone,AC Milan,Serie-A,28000000.0,21.0,18000000.0,4.0,1425.0
Milan Djuric,Hellas Verona,Serie-A,1000000.0,33.0,2300000.0,15.0,519.0
Milan Djuric,Bristol City,Championship,900000.0,28.0,650000.0,2.0,321.0
Franco Israel,Sporting,Primeira-Liga,5000000.0,25.0,4000000.0,16.0,698.0
Saúl Coco,UD Las Palmas,La-Liga,8000000.0,25.0,8230000.0,14.0,343.0
Ardian Ismajli,Spezia Calcio,Serie-A,2500000.0,24.0,2000000.0,8.0,686.0
Guillermo Maripán,Monaco,Ligue-1,10000000.0,30.0,4600000.0,14.0,301.0
Guillermo Maripán,Alavés,La-Liga,15000000.0,25.0,18000000.0,4.0,671.0
Perr Schuurs,Ajax,Eredivisie,7000000.0,22.0,9400000.0,10.0,1042.0
Adam Masina,Udinese,Serie-A,1500000.0,30.0,1000000.0,14.0,360.0
Adam Masina,Watford,Championship,3000000.0,28.0,5000000.0,10.0,342.0
Adam Masina,Bologna,Serie-A,7000000.0,24.0,5000000.0,2.0,358.0
Niels Nkounkou,Everton,Premier-League,5000000.0,22.0,2000000.0,12.0,360.0
Cristiano Biraghi,Fiorentina,Serie-A,1800000.0,32.0,100000.0,16.0,360.0
Valentino Lazaro,Inter,Serie-A,5000000.0,27.0,3400000.0,12.0,307.0
Valentino Lazaro,Hertha BSC,Bundesliga,17000000.0,23.0,22400000.0,4.0,725.0
Valentino Lazaro,Salzburg,Bundesliga,9000000.0,22.0,10500000.0,2.0,360.0
Marcus Pedersen,Feyenoord,Eredivisie,3000000.0,24.0,3500000.0,16.0,360.0
Kristjan Asllani,FC Empoli,Serie-A,12000000.0,21.0,15700000.0,12.0,684.0
Adrien Tamèze,Hellas Verona,Serie-A,6000000.0,29.0,2800000.0,12.0,337.0
Adrien Tamèze,Nice,Ligue-1,4500000.0,26.0,3900000.0,6.0,297.0
Cesare Casadei,Inter,Serie-A,1000000.0,19.0,14860000.0,10.0,684.0
Ivan Ilić,Hellas Verona,Serie-A,19000000.0,22.0,16500000.0,12.0,1090.0
Nikola Vlašić,West Ham,Premier-League,17000000.0,25.0,10600000.0,12.0,1052.0
Nikola Vlašić,Everton,Premier-League,20000000.0,21.0,23000000.0,4.0,1090.0
Zakaria Aboukhlal,Toulouse,Ligue-1,12000000.0,25.0,8000000.0,16.0,331.0
Zakaria Aboukhlal,AZ Alkmaar,Eredivisie,2000000.0,22.0,2000000.0,10.0,360.0
Cyril Ngonge,Hellas Verona,Serie-A,6000000.0,23.0,20000000.0,15.0,891.0
Cyril Ngonge,FC Groningen,Eredivisie,1300000.0,22.0,550000.0,13.0,891.0
Cyril Ngonge,RKC Waalwijk,Eredivisie,700000.0,21.0,200000.0,8.0,723.0
Ché Adams,Birmingham,Championship,7000000.0,22.0,16700000.0,4.0,1090.0
Giovanni Simeone,Hellas Verona,Serie-A,15000000.0,27.0,12000000.0,12.0,1090.0
Giovanni Simeone,Fiorentina,Serie-A,15000000.0,25.0,13000000.0,6.0,1029.0
Giovanni Simeone,Genoa,Serie-A,10000000.0,22.0,17000000.0,0.0,1409.0
Duván Zapata,Atalanta,Serie-A,8000000.0,33.0,8600000.0,14.0,360.0
Duván Zapata,Sampdoria,Serie-A,45000000.0,28.0,12000000.0,7.0,893.0
Duván Zapata,Napoli,Serie-A,20000000.0,27.0,18500000.0,2.0,725.0
Maduka Okoye,Watford,Championship,2000000.0,23.0,6000000.0,12.0,1401.0
Maduka Okoye,Sparta R.,Eredivisie,1000000.0,22.0,5000000.0,11.0,1274.0
Răzvan Sava,Torino,Serie-A,100000.0,19.0,250000.0,11.0,517.0
Oumar Solet,Lyon,Ligue-1,900000.0,20.0,4500000.0,6.0,698.0
Christian Kabasele,Watford,Championship,1000000.0,32.0,6500000.0,12.0,335.0
Hassane Kamara,Watford,Championship,4000000.0,28.0,19000000.0,10.0,1038.0
Hassane Kamara,Nice,Ligue-1,6000000.0,27.0,4000000.0,11.0,906.0
Hassane Kamara,Stade Reims,Ligue-1,4800000.0,26.0,4000000.0,6.0,684.0
Kingsley Ehizibue,1.FC Köln,Bundesliga,1300000.0,27.0,1500000.0,10.0,301.0
Kingsley Ehizibue,PEC Zwolle,Eredivisie,2000000.0,24.0,2000000.0,4.0,360.0
Arthur Atta,FC Metz,Ligue-1,8000000.0,22.0,8000000.0,16.0,360.0
Jurgen Ekkelenkamp,Hertha BSC,Bundesliga,3500000.0,22.0,5000000.0,10.0,1053.0
Jurgen Ekkelenkamp,Ajax,Eredivisie,3200000.0,21.0,3000000.0,8.0,303.0
Iker Bravo,Leverkusen,Bundesliga,500000.0,19.0,600000.0,14.0,330.0
Adam Buksa,Lens,Ligue-1,6000000.0,27.0,4000000.0,14.0,1079.0
Keinan Davis,Aston Villa,Premier-League,3000000.0,25.0,2300000.0,12.0,299.0
Arijanet Murić,Burnley,Championship,7000000.0,25.0,9550000.0,14.0,708.0
Arijanet Murić,Man City,Premier-League,2600000.0,23.0,3000000.0,10.0,703.0
Sebastian Walukiewicz,FC Empoli,Serie-A,2500000.0,24.0,4700000.0,14.0,684.0
Sebastian Walukiewicz,Cagliari,Serie-A,3000000.0,23.0,4500000.0,12.0,360.0
Fali Candé,FC Metz,Ligue-1,2500000.0,27.0,1900000.0,16.0,360.0
Fali Candé,Portimonense,Primeira-Liga,1000000.0,25.0,2500000.0,11.0,884.0
Cas Odenthal,Como,Serie-A,2500000.0,23.0,1200000.0,14.0,330.0
Filippo Romagna,Cagliari,Serie-A,4500000.0,23.0,4000000.0,6.0,648.0
Filippo Romagna,Juventus,Serie-A,1000000.0,20.0,7400000.0,0.0,697.0
Josh Doig,Hellas Verona,Serie-A,7000000.0,21.0,6500000.0,15.0,890.0
Daniel Boloca,Frosinone,Serie-A,3500000.0,24.0,6500000.0,12.0,712.0
Luca Lipani,Genoa,Serie-A,400000.0,18.0,3000000.0,12.0,1417.0
Nemanja Matić,Stade Rennais,Ligue-1,3500000.0,35.0,2600000.0,15.0,518.0
Nemanja Matić,Roma,Serie-A,4000000.0,25.0,2500000.0,12.0,316.0
Nemanja Matić,Chelsea,Premier-League,35000000.0,28.0,44700000.0,0.0,695.0
Ismaël Koné,Watford,Championship,11000000.0,25.0,12000000.0,14.0,1087.0
Cristian Volpato,Roma,Serie-A,3000000.0,19.0,7500000.0,12.0,1090.0
Armand Laurienté,FC Lorient,Ligue-1,7000000.0,23.0,10100000.0,10.0,665.0
Armand Laurienté,Stade Rennais,Ligue-1,1000000.0,21.0,3000000.0,6.0,1022.0
Nicholas Pierini,Venezia,Serie-A,1700000.0,25.0,1200000.0,14.0,665.0
Nicholas Pierini,Sassuolo,Serie-A,500000.0,25.0,220000.0,8.0,300.0
Andrea Pinamonti,Inter,Serie-A,15000000.0,24.0,20000000.0,12.0,684.0
Andrea Pinamonti,Genoa,Serie-A,13500000.0,21.0,21000000.0,6.0,684.0
Andrea Pinamonti,Inter,Serie-A,13500000.0,21.0,19500000.0,6.0,684.0
Nicola Leali,Juventus,Serie-A,1400000.0,25.0,2500000.0,2.0,360.0
Leo Østigård,Napoli,Serie-A,8000000.0,24.0,7000000.0,14.0,695.0
Leo Østigård,Brighton,Premier-League,5000000.0,22.0,5500000.0,10.0,684.0
Aarón Martín,Espanyol,La-Liga,20000000.0,22.0,8000000.0,4.0,360.0
Jean Onana,Lens,Ligue-1,6000000.0,23.0,4040000.0,12.0,1434.0
Jean Onana,Lille,Ligue-1,900000.0,21.0,2000000.0,8.0,1395.0
Mikael Egill Ellertsson,Spezia Calcio,Serie-A,1000000.0,20.0,1500000.0,13.0,1249.0
Morten Thorsby,Union Berlin,Bundesliga,3000000.0,28.0,3100000.0,14.0,725.0
Morten Thorsby,Sampdoria,Serie-A,7000000.0,26.0,3000000.0,10.0,341.0
Ruslan Malinovskyi,Marseille,Ligue-1,10000000.0,30.0,7700000.0,15.0,880.0
Ruslan Malinovskyi,Atalanta,Serie-A,15000000.0,30.0,10000000.0,12.0,725.0
Maxwel Cornet,Burnley,Championship,15000000.0,25.0,20700000.0,10.0,1420.0
Maxwel Cornet,Lyon,Ligue-1,12000000.0,24.0,15000000.0,8.0,666.0
Junior Messias,AC Milan,Serie-A,3000000.0,32.0,1500000.0,15.0,532.0
Vitinha,Marseille,Ligue-1,14000000.0,24.0,8300000.000000001,14.0,1090.0
Vitinha,Braga,Primeira-Liga,15000000.0,22.0,32000000.0,13.0,1610.0
Caleb Ekuban,Leeds,Championship,1250000.0,25.0,1000000.0,4.0,725.0
Caleb Ekuban,Chievo Verona,Serie-A,750000.0,23.0,560000.0,0.0,349.0
Elia Caprile,Napoli,Serie-A,9000000.0,23.0,8000000.0,16.0,1455.0
Boris Radunović,Atalanta,Serie-A,300000.0,25.0,625000.0,8.0,346.0
Sebastiano Luperto,FC Empoli,Serie-A,3500000.0,27.0,3500000.0,14.0,352.0
Sebastiano Luperto,Napoli,Serie-A,3000000.0,26.0,2500000.0,12.0,360.0
Yerry Mina,Fiorentina,Serie-A,5000000.0,29.0,500000.0,15.0,149.0
Yerry Mina,Barcelona,La-Liga,20000000.0,23.0,30250000.0,2.0,1781.0
Zé Pedro,Porto,Primeira-Liga,4000000.0,28.0,2000000.0,16.0,664.0
Gabriele Zappa,Inter,Serie-A,75000.0,19.0,3000000.0,5.0,880.0
Michel Adopo,Atalanta,Serie-A,4000000.0,24.0,3800000.0,16.0,725.0
Luca Mazzitelli,Sassuolo,Serie-A,2800000.0,25.0,300000.0,8.0,351.0
Marko Rog,Napoli,Serie-A,13000000.0,25.0,15000000.0,6.0,299.0
Gianluca Gaetano,Napoli,Serie-A,4000000.0,25.0,6000000.0,16.0,684.0
Andrea Belotti,Roma,Serie-A,5000000.0,30.0,4500000.0,14.0,360.0
Leonardo Pavoletti,Napoli,Serie-A,11000000.0,28.0,9800000.0,0.0,1395.0
Leonardo Pavoletti,Genoa,Serie-A,13000000.0,28.0,18000000.0,1.0,907.0
Adrian Semper,Como,Serie-A,2500000.0,26.0,2500000.0,14.0,1020.0
Adrian Semper,Genoa,Serie-A,1200000.0,25.0,1460000.0,12.0,713.0
Simone Scuffet,Cagliari,Serie-A,2000000.0,29.0,900000.0,16.0,337.0
Simone Scuffet,Udinese,Serie-A,800000.0,25.0,300000.0,8.0,300.0
Simone Canestrelli,FC Empoli,Serie-A,1000000.0,22.0,2600000.0,13.0,684.0
Raúl Albiol,Napoli,Serie-A,5000000.0,33.0,4000000.0,4.0,721.0
Arturo Calabresi,Bologna,Serie-A,1500000.0,25.0,1500000.0,8.0,331.0
Arturo Calabresi,Roma,Serie-A,700000.0,22.0,200000.0,2.0,684.0
Antonio Caracciolo,Hellas Verona,Serie-A,700000.0,25.0,400000.0,4.0,360.0
Marius Marin,Sassuolo,Serie-A,200000.0,20.0,400000.0,4.0,1060.0
Juan Cuadrado,Chelsea,Premier-League,25000000.0,29.0,20000000.0,0.0,725.0
Samuele Angori,FC Empoli,Serie-A,500000.0,20.0,1400000.0,14.0,684.0
Calvin Stengs,Nice,Ligue-1,10000000.0,24.0,6000000.0,12.0,1064.0
Calvin Stengs,AZ Alkmaar,Eredivisie,14000000.0,22.0,15000000.0,8.0,711.0
Stefano Moreo,FC Empoli,Serie-A,1000000.0,25.0,800000.0,10.0,684.0
Mehdi Léris,Stoke City,Championship,2500000.0,26.0,3000000.0,14.0,682.0
Henrik Meister,Stade Rennais,Ligue-1,2800000.0,21.0,4000000.0,16.0,1050.0
Armel Bella-Kotchap,VfL Bochum,Bundesliga,10000000.0,20.0,12000000.0,10.0,725.0
Unai Núñez,Athletic Club,La-Liga,7000000.0,27.0,7000000.0,14.0,360.0
Enzo Ebosse,Angers SCO,Ligue-1,2000000.0,23.0,4000000.0,10.0,331.0
Domagoj Bradarić,Lille,Ligue-1,3500000.0,22.0,5000000.0,10.0,710.0
Moatasem Al-Musrati,Braga,Primeira-Liga,14000000.0,28.0,11000000.0,14.0,725.0
Cheikh Niasse,Lille,Ligue-1,1000000.0,25.0,900000.0,11.0,512.0
Suat Serdar,Mainz,Bundesliga,7500000.0,21.0,11000000.0,2.0,1090.0
Antoine Bernede,Salzburg,Bundesliga,1000000.0,24.0,2200000.0,12.0,360.0
Abdou Harroui,Sassuolo,Serie-A,2700000.0,25.0,700000.0,12.0,712.0
Abdou Harroui,Sparta R.,Eredivisie,3000000.0,24.0,1000000.0,10.0,684.0
Roberto Gagliardini,Atalanta,Serie-A,15000000.0,23.0,20500000.0,0.0,1424.0
Amin Sarr,Lyon,Ligue-1,5000000.0,24.0,3500000.0,16.0,725.0
Amin Sarr,Heerenveen,Eredivisie,3500000.0,21.0,11000000.0,13.0,880.0
Emil Audero,Juventus,Serie-A,15000000.0,22.0,20000000.0,4.0,725.0
Marco Silvestri,Hellas Verona,Serie-A,9000000.0,30.0,2200000.0,8.0,340.0
Mikayil Faye,Barcelona,La-Liga,10000000.0,20.0,10300000.0,14.0,1035.0
Federico Baschirotto,Lecce,Serie-A,3600000.0,28.0,3000000.0,16.0,331.0
Federico Ceccherini,Fiorentina,Serie-A,3500000.0,29.0,3000000.0,8.0,725.0
Giuseppe Pezzella,Udinese,Serie-A,3500000.0,22.0,5750000.0,6.0,664.0
Filippo Terracciano,Hellas Verona,Serie-A,3500000.0,20.0,4500000.0,15.0,902.0
Alberto Grassi,Napoli,Serie-A,5500000.0,25.0,8450000.0,6.0,664.0
Martín Payero,Middlesbrough,Championship,3500000.0,24.0,3000000.0,12.0,299.0
Mattia Valoti,Hellas Verona,Serie-A,1000000.0,25.0,3000000.0,4.0,725.0
Dennis Johnsen,Heerenveen,Eredivisie,1000000.0,19.0,2400000.0,0.0,314.0
Antonio Sanabria,Torino,Serie-A,2800000.0,29.0,2500000.0,16.0,309.0
Antonio Sanabria,Real Betis,La-Liga,6500000.0,24.0,6500000.0,9.0,515.0
Federico Bonazzoli,Sampdoria,Serie-A,5000000.0,25.0,5000000.0,10.0,1064.0
Christian Früchtl,Austria Vienna,Bundesliga,1500000.0,24.0,1000000.0,14.0,360.0
Christian Früchtl,Bayern Munich,Bundesliga,600000.0,22.0,500000.0,10.0,360.0
Kialonda Gaspar,Estrela Amadora,Primeira-Liga,1500000.0,26.0,2000000.0,14.0,725.0
Frédéric Guilbert,SM Caen,Ligue-1,7000000.0,24.0,5000000.0,5.0,880.0
Frédéric Guilbert,G. Bordeaux,Ligue-1,2500000.0,22.0,1500000.0,0.0,1427.0
Youssef Maleh,Fiorentina,Serie-A,4500000.0,24.0,5000000.0,12.0,725.0
Rasmus Kristensen,Leeds,Premier-League,14000000.0,27.0,6000000.0,16.0,725.0
Rasmus Kristensen,Salzburg,Bundesliga,15000000.0,24.0,13000000.0,10.0,1090.0
Rasmus Kristensen,Ajax,Eredivisie,2500000.0,25.0,5000000.0,4.0,1071.0
Ellyes Skhiri,Montpellier,Ligue-1,12000000.0,24.0,6000000.0,4.0,331.0
Mahmoud Dahoud,Mönchengladbach,Bundesliga,15000000.0,21.0,12000000.0,0.0,360.0
Farès Chaïbi,Toulouse,Ligue-1,10000000.0,20.0,10000000.0,12.0,665.0
Mario Götze,PSV,Eredivisie,10000000.0,25.0,3000000.0,10.0,725.0
Ritsu Doan,Freiburg,Bundesliga,25000000.0,27.0,21000000.0,16.0,688.0
Ritsu Doan,PSV,Eredivisie,8000000.0,25.0,10400000.0,10.0,720.0
Ritsu Doan,FC Groningen,Eredivisie,10000000.0,21.0,7500000.0,4.0,665.0
Ansgar Knauff,Dortmund,Bundesliga,8000000.0,21.0,5000000.0,12.0,360.0
Jonathan Burkardt,Mainz,Bundesliga,35000000.0,24.0,21000000.0,16.0,721.0
Elye Wahi,Lens,Ligue-1,35000000.0,21.0,27000000.0,14.0,1412.0
Elye Wahi,Montpellier,Ligue-1,35000000.0,20.0,30000000.0,12.0,675.0
Michy Batshuayi,Chelsea,Premier-League,10000000.0,28.0,3500000.0,10.0,298.0
Jessic Ngankam,Hertha BSC,Bundesliga,2000000.0,21.0,1500000.0,10.0,1090.0
Castello Lukeba,Lyon,Ligue-1,25000000.0,20.0,30000000.0,12.0,684.0
El Chadaille Bitshiabu,PSG,Ligue-1,7000000.0,18.0,15000000.0,12.0,342.0
David Raum,Hoffenheim,Bundesliga,20000000.0,24.0,26000000.0,10.0,1425.0
Max Finkgräfe,1.FC Köln,Bundesliga,4000000.0,21.0,4000000.0,16.0,357.0
Ridle Baku,Mainz,Bundesliga,7000000.0,22.0,10000000.0,7.0,635.0
Benjamin Henrichs,Monaco,Ligue-1,12000000.0,24.0,15000000.0,8.0,725.0
Benjamin Henrichs,Leverkusen,Bundesliga,12000000.0,21.0,20000000.0,2.0,1397.0
Nicolas Seiwald,Salzburg,Bundesliga,20000000.0,22.0,20000000.0,12.0,1090.0
Amadou Haidara,Salzburg,Bundesliga,20000000.0,20.0,19000000.0,5.0,1244.0
Xaver Schlager,Wolfsburg,Bundesliga,27000000.0,24.0,12000000.0,10.0,360.0
Xaver Schlager,Salzburg,Bundesliga,15000000.0,21.0,12000000.0,4.0,725.0
Kevin Kampl,Leverkusen,Bundesliga,15000000.0,26.0,20000000.0,0.0,1030.0
Christoph Baumgartner,Hoffenheim,Bundesliga,24000000.0,23.0,25500000.0,12.0,725.0
Timo Werner,Chelsea,Premier-League,35000000.0,26.0,20000000.0,10.0,1051.0
Timo Werner,Leipzig,Bundesliga,64000000.0,24.0,53000000.0,6.0,1090.0
Johan Bakayoko,PSV,Eredivisie,30000000.0,22.0,18000000.0,16.0,344.0
Conrad Harder,Sporting,Primeira-Liga,24000000.0,20.0,24000000.0,16.0,1394.0
Jeff Chabot,FC Groningen,Eredivisie,3500000.0,21.0,3700000.0,4.0,1090.0
Ameen Al-Dakhil,Burnley,Championship,12000000.0,22.0,9000000.0,14.0,668.0
Ramon Hendriks,Feyenoord,Eredivisie,800000.0,22.0,1000000.0,14.0,725.0
Lorenz Assignon,Stade Rennais,Ligue-1,9000000.0,25.0,12000000.0,16.0,1090.0
Pascal Stenzel,Freiburg,Bundesliga,2400000.0,24.0,1300000.0,6.0,360.0
Pascal Stenzel,Dortmund,Bundesliga,3000000.0,21.0,4000000.0,0.0,725.0
Angelo Stiller,Hoffenheim,Bundesliga,5000000.0,22.0,5500000.0,12.0,670.0
Jamie Leweling,Union Berlin,Bundesliga,9000000.0,23.0,5000000.0,14.0,725.0
Badredine Bouanani,Nice,Ligue-1,7000000.0,20.0,15000000.0,16.0,665.0
Ermedin Demirovic,Augsburg,Bundesliga,28000000.0,26.0,23000000.0,14.0,709.0
Ermedin Demirovic,Freiburg,Bundesliga,6000000.0,24.0,2300000.0,10.0,717.0
Ermedin Demirovic,Alavés,La-Liga,3000000.0,22.0,3700000.0,6.0,325.0
Deniz Undav,Brighton,Premier-League,25000000.0,25.0,26700000.0,14.0,686.0
Tiago Tomás,Wolfsburg,Bundesliga,12000000.0,23.0,13000000.0,16.0,679.0
Tiago Tomás,Sporting,Primeira-Liga,7000000.0,25.0,8800000.0,12.0,720.0
Pavao Pervan,LASK,Bundesliga,800000.0,30.0,500000.0,2.0,360.0
Denis Vavro,Lazio,Serie-A,3000000.0,26.0,4500000.0,10.0,719.0
Moritz Jenz,FC Lorient,Ligue-1,7500000.0,24.0,8000000.0,12.0,1090.0
Joakim Maehle,Atalanta,Serie-A,14000000.0,26.0,12500000.0,12.0,683.0
Aaron Zehnter,Augsburg,Bundesliga,300000.0,19.0,100000.0,15.0,176.0
Rogério,Sassuolo,Serie-A,5500000.0,25.0,5500000.0,12.0,325.0
Rogério,Juventus,Serie-A,10000000.0,21.0,6950000.0,4.0,360.0
Vini Souza,Sheff Utd,Championship,15000000.0,25.0,15000000.0,16.0,720.0
Mattias Svanberg,Bologna,Serie-A,15000000.0,23.0,9500000.0,10.0,344.0
Lovro Majer,Stade Rennais,Ligue-1,20000000.0,25.0,25000000.0,12.0,1409.0
Christian Eriksen,Tottenham,Premier-League,90000000.0,27.0,27000000.0,7.0,152.0
Patrick Wimmer,Austria Vienna,Bundesliga,1500000.0,20.0,700000.0,8.0,320.0
Andreas Skov Olsen,Bologna,Serie-A,6500000.0,25.0,6400000.0,11.0,882.0
Jesper Lindstrøm,Frankfurt,Bundesliga,28000000.0,23.0,30000000.0,12.0,1031.0
Marco Friedl,Bayern Munich,Bundesliga,2500000.0,21.0,3500000.0,4.0,725.0
Maximilian Wöber,Salzburg,Bundesliga,12000000.0,24.0,12000000.0,13.0,907.0
Maximilian Wöber,Sevilla FC,La-Liga,10000000.0,21.0,10500000.0,4.0,1412.0
Maximilian Wöber,Ajax,Eredivisie,10000000.0,21.0,10500000.0,4.0,725.0
Maximilian Wöber,Rapid Vienna,Bundesliga,700000.0,19.0,7500000.0,0.0,671.0
Yukinari Sugawara,AZ Alkmaar,Eredivisie,12000000.0,25.0,7000000.0,14.0,346.0
Mitchell Weiser,Hertha BSC,Bundesliga,12000000.0,24.0,12000000.0,2.0,725.0
Skelly Alvero,Lyon,Ligue-1,4000000.0,22.0,4750000.0,14.0,1455.0
Leonardo Bittencourt,Hoffenheim,Bundesliga,4800000.0,26.0,7000000.0,6.0,1075.0
Romano Schmid,Salzburg,Bundesliga,800000.0,18.0,1000000.0,5.0,542.0
Romano Schmid,Sturm Graz,Bundesliga,350000.0,17.0,600000.0,0.0,676.0
Samuel Mbangula,Juventus,Serie-A,14000000.0,21.0,10000000.0,16.0,1067.0
Bernardo,Salzburg,Bundesliga,2500000.0,28.0,600000.0,12.0,328.0
